nombre,latitud,longitud,tipo
Carrizo,42.58461456,-5.83103683,mun
Carrocera,42.79674022,-5.74348395,mun
Carucedo,42.49018866,-6.76437172,mun
Castilfalé,42.21999948,-5.42214245,mun
Castrillo de Cabrera,42.33998152,-6.54453305,mun
Castrillo de la Valduerna,42.32395908,-6.13376612,mun
Castrocalbón,42.19895136,-5.98608879,mun
Castrocontrigo,42.18237283,-6.19102987,mun
Castropodame,42.57912007,-6.46814507,mun
Castrotierra de Valmadrigal,42.34738751,-5.24735525,mun
Cea,42.4634107,-5.01311003,mun
Cebanico,42.72527481,-5.02399649,mun
Cebrones del Río,42.25787482,-5.82509544,mun
Cimanes de la Vega,42.11662767,-5.59842569,mun
Cimanes del Tejar,42.6180036,-5.80621428,mun
Cistierna,42.80315163,-5.124368,mun
Congosto,42.61789005,-6.51973292,mun
Corbillos de los Oteros,42.40652726,-5.45908049,mun
Corullón,42.57805937,-6.81935487,mun
Crémenes,42.9040893,-5.14412284,mun
Cuadros,42.71094997,-5.63896265,mun
Cubillas de los Oteros,42.37170728,-5.50751452,mun
Cubillas de Rueda,42.65544376,-5.17362349,mun
Cubillos del Sil,42.6246236,-6.56494844,mun
Chozas de Abajo,42.50667469,-5.6871874,mun
Destriana,42.32593496,-6.09423583,mun
Encinedo,42.27151828,-6.59448364,mun
La Ercina,42.81291316,-5.21741441,mun
Escobar de Campos,42.31291688,-4.96705164,mun
Fabero,42.76309425,-6.62808848,mun
Folgoso de la Ribera,42.6430923,-6.31942645,mun
Fresno de la Vega,42.34406068,-5.53615652,mun
Fuentes de Carbajal,42.17806773,-5.44596586,mun
Garrafe de Torío,42.7329012,-5.52409472,mun
Gordaliza del Pino,42.34352881,-5.15762751,mun
Gordoncillo,42.13550042,-5.401977,mun
Gradefes,42.62381628,-5.22617668,mun
Grajal de Campos,42.32053926,-5.02068458,mun
Gusendos de los Oteros,42.37769961,-5.43001963,mun
Hospital de Órbigo,42.46356454,-5.88249275,mun
Igüeña,42.72785623,-6.27864605,mun
Izagre,42.22399087,-5.25751071,mun
Joarilla de las Matas,42.28792885,-5.17853054,mun
Laguna Dalga,42.3308327,-5.75044364,mun
Laguna de Negrillos,42.23856799,-5.66099281,mun
León,42.59912097,-5.56707631,mun
Lucillo,42.40948497,-6.30339887,mun
Luyego,42.37663781,-6.23630547,mun
Llamas de la Ribera,42.63563108,-5.82542235,mun
Magaz de Cepeda,42.53959971,-6.07204004,mun
Mansilla de las Mulas,42.49865875,-5.41644441,mun
Mansilla Mayor,42.50834096,-5.4439591,mun
Maraña,43.04891892,-5.17580525,mun
Matadeón de los Oteros,42.33772486,-5.36936616,mun
Matallana de Torío,42.86626229,-5.52009652,mun
Matanza,42.23943473,-5.3756207,mun
Molinaseca,42.53702007,-6.51952885,mun
Murias de Paredes,42.85019833,-6.19124405,mun
Noceda del Bierzo,42.71145948,-6.39836909,mun
Oencia,42.54679853,-6.97061043,mun
Las Omañas,42.68243675,-5.86965087,mun
Onzonilla,42.5247586,-5.582380741,mun
Oseja de Sajambre,43.13564183,-5.03846461,mun
Pajares de los Oteros,42.32906313,-5.47244421,mun
Palacios de la Valduerna,42.3277875,-5.93841762,mun
Palacios del Sil,42.87538201,-6.43387303,mun
Páramo del Sil,42.82003486,-6.4901335,mun
Peranzanes,42.87664271,-6.63231095,mun
Pobladura de Pelayo García,42.30598341,-5.68566913,mun
La Pola de Gordón,42.8547688,-5.66955807,mun
Ponferrada,42.5476828,-6.59729457,mun
Posada de Valdeón,43.15106068,-4.91746628,mun
Pozuelo del Páramo,42.17120183,-5.76772389,mun
Prado de la Guzpeña,42.78360531,-5.02528446,mun
Priaranza del Bierzo,42.50905769,-6.67180433,mun
Prioro,42.89339609,-4.96212701,mun
Puebla de Lillo,43.00694434,-5.27370605,mun
Puente de Domingo Flórez,42.41072063,-6.81836006,mun
Quintana del Castillo,42.66130512,-6.04595514,mun
Quintana del Marco,42.20608299,-5.8510072,mun
Quintana y Congosto,42.25613723,-6.03768378,mun
Regueras de Arriba,42.29234559,-5.86217474,mun
Reyero,42.94764181,-5.19797509,mun
Riaño,42.97305115,-5.01616249,mun
Riego de la Vega,42.38878833,-5.98232197,mun
Riello,42.77305324,-5.94472577,mun
Rioseco de Tapia,42.72989525,-5.78939226,mun
La Robla,42.80214837,-5.62816206,mun
Roperuelos del Páramo,42.23747824,-5.78273924,mun
Sabero,42.83430714,-5.14378823,mun
Sahagún,42.37119886,-5.03323855,mun
San Adrián del Valle,42.13001265,-5.72781917,mun
San Andrés del Rabanedo,42.61117287,-5.61548243,mun
Sancedo,42.66615799,-6.63470868,mun
San Cristóbal de la Polantera,42.39053289,-5.90745168,mun
San Emiliano,42.97244001,-6.00164929,mun
San Esteban de Nogales,42.15939063,-5.93133412,mun
San Justo de la Vega,42.45256272,-6.01599098,mun
San Millán de los Caballeros,42.28497109,-5.56107186,mun
San Pedro Bercianos,42.3923205,-5.70963651,mun
Santa Colomba de Curueño,42.7512525,-5.41218287,mun
Santa Colomba de Somoza,42.44261545,-6.24252344,mun
Santa Cristina de Valmadrigal,42.35353626,-5.30949601,mun
Santa Elena de Jamuz,42.25945371,-5.88820436,mun
Santa María de la Isla,42.35623189,-5.92833047,mun
Santa María del Monte de Cea,42.49171034,-5.11683871,mun
Santa María del Páramo,42.35355469,-5.74924927,mun
Santa María de Ordás,42.7263531,-5.82367601,mun
Santa Marina del Rey,42.51279579,-5.8619941,mun
Santas Martas,42.43240866,-5.37195763,mun
Santiago Millas,42.38179436,-6.10599145,mun
Santovenia de la Valdoncina,42.54304899,-5.62140395,mun
Sariegos,42.64737442,-5.63114916,mun
Sena de Luna,42.92974024,-5.95316352,mun
Sobrado,42.51997381,-6.85266367,mun
Soto de la Vega,42.33264937,-5.88172246,mun
Soto y Amío,42.77474048,-5.88735711,mun
Toral de los Guzmanes,42.24430693,-5.5673035,mun
Toreno,42.69756539,-6.51057998,mun
Torre del Bierzo,42.59503992,-6.32087906,mun
Trabadelo,42.65012574,-6.88307786,mun
Truchas,42.26093809,-6.43461367,mun
Turcia,42.53345185,-5.87499164,mun
Urdiales del Páramo,42.37239007,-5.77108113,mun
Valdefresno,42.59374447,-5.49251038,mun
Valdefuentes del Páramo,42.32201189,-5.83160533,mun
Valdelugueros,42.97392799,-5.41289869,mun
Valdemora,42.19602588,-5.42728131,mun
Valdepiélago,42.87034532,-5.400774324,mun
Valdepolo,42.57699796,-5.22572903,mun
Valderas,42.07765953,-5.44572836,mun
Valderrey,42.39210713,-6.02062458,mun
Valderrueda,42.81575321,-4.94743825,mun
Valdesamario,42.72150836,-5.9514448,mun
Val de San Lorenzo,42.41787511,-6.1226827,mun
Valdevimbre,42.41961966,-5.62002314,mun
Valencia de Don Juan,42.29380225,-5.52018899,mun
Valverde de la Virgen,42.56917983,-5.68292554,mun
Valverde-Enrique,42.30385286,-5.29918603,mun
Vallecillo,42.3557569,-5.21062055,mun
La Vecilla,42.84867749,-5.40618064,mun
Vegacervera,42.88439492,-5.53491634,mun
Vega de Espinareda,42.72810587,-6.65629449,mun
Vega de Infanzones,42.48098102,-5.53438078,mun
Vega de Valcarce,42.66525183,-6.94723548,mun
Vegaquemada,42.81881797,-5.33260824,mun
Vegas del Condado,42.68479024,-5.36493653,mun
Villablino,42.93983987,-6.31699477,mun
Villabraz,42.24627445,-5.44435936,mun
Villadangos del Páramo,42.51667328,-5.76649467,mun
Toral de los Vados,42.54303595,-6.77614939,mun
Villademor de la Vega,42.27038557,-5.56896857,mun
Villafranca del Bierzo,42.60599303,-6.81082207,mun
Villagatón,42.63479172,-6.16184907,mun
Villamandos,42.17916877,-5.592522471,mun
Villamañán,42.3217925,-5.58562188,mun
Villamartín de Don Sancho,42.57062481,-5.06102304,mun
Villamejil,42.56265236,-6.020194749,mun
Villamol,42.42855243,-5.04907054,mun
Villamontán de la Valduerna,42.31016243,-5.99656068,mun
Villamoratiel de las Matas,42.39625973,-5.30316509,mun
Villanueva de las Manzanas,42.47135482,-5.48047112,mun
Villaobispo de Otero,42.49999265,-6.05855738,mun
Villaquejida,42.14640063,-5.59601386,mun
Villaquilambre,42.64631345,-5.55877019,mun
Villarejo de Órbigo,42.44519689,-5.90377875,mun
Villares de Órbigo,42.4708163,-5.909099,mun
Villasabariego,42.53336506,-5.41473797,mun
Villaselán,42.56095392,-5.04791398,mun
Villaturiel,42.51852604,-5.48537946,mun
Villazala,42.3612047,-5.8561932,mun
Villazanzo de Valderaduey,42.53494124,-4.96487131,mun
Zotes del Páramo,42.2723645,-5.73637953,mun
Villamanín,42.93702816,-5.65595254,mun
Villaornate y Castro,42.18481178,-5.54975679,mun
Abella de la Conca,42.16142117,1.09177173,mun
Àger,41.99955942,0.76284806,mun
Agramunt,41.78736558,1.09922357,mun
Els Alamús,41.61621371,0.7394365,mun
Alàs i Cerc,42.35170341,1.50844498,mun
L'Albagés,41.44904442,0.73854698,mun
Albatàrrec,41.57246685,0.60330154,mun
Albesa,41.75100558,0.6604596,mun
L'Albi,41.42217677,0.93684438,mun
Alcanó,41.48098212,0.61727597,mun
Alcarràs,41.56301538,0.52411008,mun
Alcoletge,41.64854933,0.69423798,mun
Alfarràs,41.82906515,0.57295527,mun
Alfés,41.5224167,0.62011828,mun
Algerri,41.81439813,0.63836183,mun
Alguaire,41.73631716,0.58391814,mun
Alins,42.54871413,1.31739181,mun
Almacelles,41.73168979,0.43774764,mun
Almatret,41.30538097,0.42383283,mun
Almenar,41.79769309,0.56808578,mun
Alòs de Balaguer,41.91190245,0.96103348,mun
Alpicat,41.66650616,0.55526727,mun
Alt Àneu,42.63436767,1.11090417,mun
Naut Aran,42.70758009,0.90204834,mun
Anglesola,41.65892599,1.0819755,mun
Arbeca,41.54175336,0.92304973,mun
El Pont de Bar,42.37206093,1.605275411,mun
Arres,42.75645993,0.70982318,mun
Arsèguel,42.35067187,1.58407217,mun
Artesa de Lleida,41.55176243,0.70439548,mun
Artesa de Segre,41.89634532,1.04788657,mun
La Sentiu de Sió,41.80424811,0.88027551,mun
Aspa,41.49561104,0.67233539,mun
Les Avellanes i Santa Linya,41.90802167,0.76508415,mun
Aitona,41.49464547,0.4579458,mun
Baix Pallars,42.32199421,1.06696344,mun
Balaguer,41.79152287,0.80457795,mun
Barbens,41.678852,1.01849203,mun
La Baronia de Rialb,41.93220691,1.19586967,mun
La Vall de Boí,42.50428276,0.80227472,mun
Bassella,42.01144351,1.28759749,mun
Bausen,42.8346169,0.71764419,mun
Belianes,41.5612864,1.01726697,mun
Bellcaire d'Urgell,41.75937466,0.90607418,mun
Bell-lloc d'Urgell,41.62932424,0.78088459,mun
Bellmunt d'Urgell,41.77447574,0.95239765,mun
Bellpuig,41.62522812,1.01228445,mun
Bellver de Cerdanya,42.37084442,1.77460021,mun
Bellvís,41.67326493,0.81748995,mun
Benavent de Segrià,41.69564661,0.63287061,mun
Biosca,41.84199211,1.35875237,mun
Bovera,41.32601883,0.63889408,mun
Es Bòrdes,42.73749625,0.71934111,mun
Les Borges Blanques,41.52178555,0.86890823,mun
Bossòst,42.78566447,0.69240158,mun
Cabanabona,41.85073591,1.21491663,mun
Cabó,42.23919476,1.24806362,mun
Camarasa,41.87441493,0.87733178,mun
Canejan,42.8386609,0.73947065,mun
Castellar de la Ribera,42.02275401,1.4154827,mun
Castelldans,41.49963625,0.76629416,mun
Castellnou de Seana,41.64866572,0.97018409,mun
Castelló de Farfanya,41.82132327,0.72670978,mun
Castellserà,41.7467723,0.9870482,mun
Cava,42.32498387,1.60512257,mun
Cervera,41.66575537,1.27119164,mun
Cervià de les Garrigues,41.42469365,0.85919872,mun
Ciutadilla,41.56127647,1.14008822,mun
Clariana de Cardener,41.93383651,1.62480448,mun
El Cogul,41.46672627,0.68971345,mun
Coll de Nargó,42.17430748,1.31603374,mun
Corbins,41.691755,0.69661257,mun
Cubells,41.85144362,0.95948553,mun
L'Espluga Calba,41.49488972,1.00375578,mun
Espot,42.5765545,1.08869741,mun
Estaràs,41.69219421,1.37833145,mun
Esterri d'Àneu,42.62786267,1.12329592,mun
Esterri de Cardós,42.59289783,1.26147622,mun
Estamariu,42.37320251,1.52322739,mun
Farrera,42.49640494,1.27292917,mun
La Floresta,41.51159386,0.91926928,mun
Fondarella,41.63454577,0.87512433,mun
Foradada,41.87687807,1.01398985,mun
La Fuliola,41.71368711,1.01838395,mun
Fulleda,41.46352787,1.02457018,mun
Gavet de la Conca,42.122332,0.92104472,mun
Golmés,41.63250497,0.93211883,mun
Gósol,42.23676277,1.66119102,mun
La Granadella,41.35495591,0.66529307,mun
La Granja d'Escarp,41.41889209,0.3525485,mun
Granyanella,41.64886467,1.22488302,mun
Granyena de Segarra,41.62390481,1.24643002,mun
Granyena de les Garrigues,41.43280137,0.64898228,mun
Guimerà,41.56494565,1.18710243,mun
Guissona,41.78497273,1.28903996,mun
Guixers,42.13579272,1.64344187,mun
Ivars de Noguera,41.85035366,0.58568954,mun
Ivars d'Urgell,41.68278769,0.98636466,mun
Ivorra,41.77153608,1.39587326,mun
Isona i Conca Dellà,42.11734859,1.04480661,mun
Juncosa,41.37096542,0.77545978,mun
Juneda,41.54943805,0.82573763,mun
Lleida,41.61527355,0.62061934,mun
Les,42.81192576,0.71274283,mun
Linyola,41.71125835,0.90434264,mun
Lladorre,42.62009196,1.25007356,mun
Lladurs,42.04483928,1.50845447,mun
Llardecans,41.37520163,0.55006906,mun
Llavorsí,42.49568539,1.21132384,mun
Lles de Cerdanya,42.39184246,1.68799212,mun
Llimiana,42.07491588,0.91658474,mun
Llobera,41.95072248,1.47271831,mun
Maldà,41.55059243,1.03913949,mun
Massalcoreig,41.45911704,0.35931697,mun
Massoteres,41.79768114,1.31096864,mun
Maials,41.36467845,0.50424579,mun
Menàrguens,41.72977565,0.7436465,mun
Miralcamp,41.60517743,0.87815289,mun
La Molsosa,41.78573,1.54397,mun
Mollerussa,41.62967682,0.89391515,mun
Montgai,41.80050565,0.96159564,mun
Montellà i Martinet,42.36006461,1.695086256,mun
Montferrer i Castellbò,42.34173684,1.42841479,mun
Montoliu de Segarra,41.59039789,1.27068429,mun
Montoliu de Lleida,41.56054095,0.58988048,mun
Montornès de Segarra,41.60133255,1.22987015,mun
Nalec,41.55999836,1.11525401,mun
Navès,41.991611,1.63504981,mun
Odèn,42.13336936,1.455420891,mun
Oliana,42.06520602,1.31468975,mun
Oliola,41.87672873,1.17484751,mun
Olius,42.00912627,1.564766211,mun
Les Oluges,41.69770675,1.31885067,mun
Els Omellons,41.50184235,0.95910584,mun
Els Omells de na Gaia,41.50021668,1.07477992,mun
Organyà,42.21117164,1.32853817,mun
Os de Balaguer,41.87163784,0.71839622,mun
Ossó de Sió,41.75462412,1.15876562,mun
El Palau d'Anglesola,41.65177294,0.88036993,mun
Conca de Dalt,42.24313889,0.97147739,mun
La Coma i la Pedra,42.17615775,1.58883165,mun
Penelles,41.75736777,0.96529456,mun
Peramola,42.05722832,1.26762421,mun
Pinell de Solsonès,41.95092031,1.417762675,mun
Pinós,41.82717388,1.54146648,mun
El Poal,41.67839572,0.8551215,mun
La Pobla de Cérvoles,41.36776774,0.91542924,mun
Bellaguarda,41.33745826,0.73567044,mun
La Pobla de Segur,42.24756288,0.9680387,mun
Ponts,41.91779593,1.18781048,mun
El Pont de Suert,42.40713094,0.73959286,mun
La Portella,41.73835465,0.64077779,mun
Prats i Sansor,42.36572921,1.83962548,mun
Preixana,41.6078666,1.03815053,mun
Preixens,41.79410924,1.05125653,mun
Prullans,42.37923629,1.73627101,mun
Puiggròs,41.55039239,0.89000551,mun
Puigverd d'Agramunt,41.77726506,1.12196171,mun
Puigverd de Lleida,41.54314115,0.73288469,mun
Rialp,42.44428041,1.13490916,mun
Ribera d'Urgellet,42.3125298,1.38298473,mun
Riner,41.94148705,1.56385957,mun
Rosselló,41.69266748,0.59696806,mun
Salàs de Pallars,42.21221216,0.9321034,mun
Sanaüja,41.87617955,1.3108317,mun
Sant Guim de Freixenet,41.65771904,1.42192856,mun
Sant Llorenç de Morunys,42.1375302,1.59104546,mun
Sant Ramon,41.72434263,1.3570131,mun
Sant Esteve de la Sarga,42.07872567,0.76403263,mun
Sant Guim de la Plana,41.76288065,1.32454875,mun
Sarroca de Lleida,41.45853936,0.5619353,mun
Sarroca de Bellera,42.35942078,0.88095633,mun
Senterada,42.32467289,0.93796088,mun
La Seu d'Urgell,42.35770885,1.46197947,mun
Seròs,41.46324852,0.41029852,mun
Sidamon,41.62932957,0.8316493,mun
El Soleràs,41.4129494,0.68173787,mun
Solsona,41.99420581,1.51954905,mun
Soriguera,42.37023875,1.18218462,mun
Sort,42.41116591,1.12986358,mun
Soses,41.53316329,0.48734956,mun
Sudanell,41.55680479,0.56644588,mun
Sunyer,41.52280643,0.59256412,mun
Talarn,42.18513058,0.90032828,mun
Talavera,41.58298606,1.33857617,mun
Tàrrega,41.64658452,1.13935429,mun
Tarrés,41.4226661,1.01998139,mun
Tarroja de Segarra,41.73049158,1.27456742,mun
Térmens,41.71883031,0.75915149,mun
Tírvia,42.515186,1.24300134,mun
Tiurana,41.96830839,1.24025148,mun
Torà,41.81281676,1.40390911,mun
Els Torms,41.39404826,0.71976235,mun
Tornabous,41.7014866,1.05387518,mun
Torrebesses,41.42662225,0.59453044,mun
La Torre de Cabdella,42.421766,0.98280258,mun
Torrefarrera,41.67308475,0.60717468,mun
Torregrossa,41.58095023,0.83184174,mun
Torrelameu,41.70468551,0.70234051,mun
Torres de Segre,41.5350801,0.51295011,mun
Torre-serona,41.67267185,0.63069784,mun
Tremp,42.16727663,0.8956651,mun
Vallbona de les Monges,41.5252865,1.08906662,mun
Les Valls de Valira,42.38294481,1.45809616,mun
Vallfogona de Balaguer,41.75233958,0.81511418,mun
Verdú,41.61104767,1.14344814,mun
Vielha e Mijaran,42.70142712,0.79595308,mun
Vilagrassa,41.64832692,1.10596977,mun
Vilaller,42.47657561,0.71715457,mun
Vilamòs,42.74739884,0.72689507,mun
Vilanova de Bellpuig,41.61470838,0.96086785,mun
Vilanova de l'Aguda,41.911243,1.25252666,mun
Vilanova de Meià,41.99540047,1.02291209,mun
Vilanova de Segrià,41.71178761,0.62031878,mun
Vila-sana,41.66222337,0.9259551,mun
El Vilosell,41.38396545,0.94717724,mun
Vilanova de la Barca,41.68942758,0.72626516,mun
Vinaixa,41.42851246,0.97556091,mun
Vall de Cardós,42.56377817,1.22827227,mun
Sant Martí de Riucorb,41.55922263,1.05462347,mun
La Guingueta d'Àneu,42.59385976,1.13216716,mun
Castell de Mur,42.09252449,0.87788434,mun
Ribera d'Ondara,41.62514605,1.34224779,mun
Les Valls d'Aguilar,42.2941177,1.34232227,mun
Torrefeta i Florejacs,41.75443899,1.27328869,mun
Fígols i Alinyà,42.20207892,1.3380683,mun
La Vansa i Fórnols,42.23346991,1.48002645,mun
Josa i Tuixén,42.2314901,1.56621068,mun
Els Plans de Sió,41.7622861,1.19779836,mun
Gimenells i el Pla de la Font,41.65214356,0.38912494,mun
Riu de Cerdanya,42.34519312,1.82612652,mun
Ábalos,42.57304891,-2.71130867,mun
Agoncillo,42.44592226,-2.2916499,mun
Aguilar del Río Alhama,41.96170118,-1.9941216,mun
Ajamil de Cameros,42.16750753,-2.48762529,mun
Albelda de Iregua,42.35697454,-2.47260697,mun
Alberite,42.40622168,-2.44084091,mun
Alcanadre,42.40429832,-2.12053306,mun
Aldeanueva de Ebro,42.22958732,-1.8880546,mun
Alesanco,42.41347595,-2.81705346,mun
Alesón,42.40509672,-2.69021015,mun
Alfaro,42.17839836,-1.749283,mun
Almarza de Cameros,42.21595126,-2.59784925,mun
Anguciana,42.57393008,-2.90017001,mun
Anguiano,42.2613112,-2.76414946,mun
Arenzana de Abajo,42.38657492,-2.71945802,mun
Arenzana de Arriba,42.38786292,-2.6949118,mun
Arnedillo,42.21176132,-2.23509419,mun
Arnedo,42.22815991,-2.09983984,mun
Arrúbal,42.43517649,-2.25177142,mun
Ausejo,42.34531809,-2.16991898,mun
Autol,42.21379597,-2.00730253,mun
Azofra,42.42321959,-2.80046899,mun
Badarán,42.36744078,-2.80826152,mun
Bañares,42.46888496,-2.91080083,mun
Baños de Rioja,42.51222584,-2.94579628,mun
Baños de Río Tobía,42.33384462,-2.7589004,mun
Berceo,42.3382374,-2.85284106,mun
Bergasa,42.25235383,-2.13059007,mun
Bergasillas Bajera,42.24455146,-2.15912165,mun
Bezares,42.37045993,-2.67094855,mun
Bobadilla,42.31736592,-2.76005581,mun
Brieva de Cameros,42.16486773,-2.79459383,mun
Briñas,42.60073236,-2.83222777,mun
Briones,42.54319617,-2.78543361,mun
Cabezón de Cameros,42.19628675,-2.51973123,mun
Calahorra,42.30155468,-1.9609741,mun
Camprovín,42.3539821,-2.7231249,mun
Canales de la Sierra,42.14379661,-3.02460061,mun
Canillas de Río Tuerto,42.39847177,-2.84091298,mun
Cañas,42.39159011,-2.84670151,mun
Cárdenas,42.37429785,-2.76663994,mun
Casalarreina,42.54867729,-2.91056384,mun
Castañares de Rioja,42.51194829,-2.93222382,mun
Castroviejo,42.32900337,-2.66109151,mun
Cellorigo,42.62733425,-3.00008472,mun
Cenicero,42.48159765,-2.64244133,mun
Cervera del Río Alhama,42.00725818,-1.95407227,mun
Cidamón,42.49519878,-2.87991305,mun
Cihuri,42.56498726,-2.92321063,mun
Cirueña,42.41096428,-2.89648233,mun
Clavijo,42.34949595,-2.42507589,mun
Cordovín,42.38501298,-2.81458554,mun
Corera,42.34314435,-2.21935825,mun
Cornago,42.06547097,-2.09537832,mun
Corporales,42.43190578,-2.99498241,mun
Cuzcurrita de Río Tirón,42.54159272,-2.96464708,mun
Daroca de Rioja,42.37107034,-2.58204055,mun
Enciso,42.14939658,-2.27015905,mun
Entrena,42.38866106,-2.53138434,mun
Estollo,42.32913796,-2.85031358,mun
Ezcaray,42.32594879,-3.014411,mun
Foncea,42.61544052,-3.03861488,mun
Fonzaleche,42.58126898,-3.0120285,mun
Fuenmayor,42.46726911,-2.56205791,mun
Galbárruli,42.62156359,-2.96136839,mun
Galilea,42.34785983,-2.23751153,mun
Gallinero de Cameros,42.1726552,-2.61810189,mun
Gimileo,42.55028335,-2.82164547,mun
Grañón,42.45027506,-3.02805817,mun
Grávalos,42.10859664,-2.00138992,mun
Haro,42.57805688,-2.84581519,mun
Herce,42.21451808,-2.16557855,mun
Herramélluri,42.50237624,-3.01992619,mun
Hervías,42.4479254,-2.88760457,mun
Hormilla,42.4377609,-2.77454946,mun
Hormilleja,42.45554357,-2.73112829,mun
Hornillos de Cameros,42.21054577,-2.41907109,mun
Hornos de Moncalvillo,42.39139029,-2.58518565,mun
Huércanos,42.42879317,-2.69422624,mun
Igea,42.06990495,-2.01070117,mun
Jalón de Cameros,42.21822201,-2.48963775,mun
Laguna de Cameros,42.17593717,-2.54289096,mun
Lagunilla del Jubera,42.33398145,-2.32192017,mun
Lardero,42.42703917,-2.46253648,mun
Ledesma de la Cogolla,42.319976,-2.71975537,mun
Leiva,42.50367443,-3.04719009,mun
Leza de Río Leza,42.32922423,-2.40584109,mun
Logroño,42.46644945,-2.44565538,mun
Lumbreras de Cameros,42.10444696,-2.62274621,mun
Manjarrés,42.39213255,-2.67557325,mun
Mansilla de la Sierra,42.15324171,-2.94441661,mun
Manzanares de Rioja,42.39529242,-2.89498957,mun
Matute,42.29852131,-2.79506671,mun
Medrano,42.38222214,-2.55402689,mun
Munilla,42.188461,-2.29526213,mun
Murillo de Río Leza,42.40181532,-2.32507774,mun
Muro de Aguas,42.13342059,-2.11219653,mun
Muro en Cameros,42.22505911,-2.52993363,mun
Nájera,42.41601826,-2.73573434,mun
Nalda,42.33457253,-2.48760349,mun
Navajún,41.96408418,-2.09874722,mun
Navarrete,42.42953238,-2.56153157,mun
Nestares,42.27015415,-2.61993696,mun
Nieva de Cameros,42.2189643,-2.66665054,mun
Ocón,42.29909451,-2.24330533,mun
Ochánduri,42.52520778,-3.0043485,mun
Ojacastro,42.34666356,-3.00530987,mun
Ollauri,42.541477,-2.83445823,mun
Ortigosa de Cameros,42.1761987,-2.70465368,mun
Pazuengos,42.31723446,-2.9261868,mun
Pedroso,42.30128704,-2.71923203,mun
Pinillos,42.19937579,-2.59674348,mun
Pradejón,42.3345457,-2.06906863,mun
Pradillo,42.17637639,-2.64084276,mun
Préjano,42.18759825,-2.17925473,mun
Quel,42.22900027,-2.0478411,mun
Rabanera,42.1896585,-2.48659826,mun
El Rasillo de Cameros,42.19536391,-2.69766025,mun
El Redal,42.33779905,-2.20170124,mun
Ribafrecha,42.35515509,-2.3875043,mun
Rincón de Soto,42.23484391,-1.85033225,mun
Robres del Castillo,42.27399759,-2.29164064,mun
Rodezno,42.52600138,-2.8447269,mun
Sajazarra,42.58887237,-2.96108476,mun
San Asensio,42.49719308,-2.74969065,mun
San Millán de la Cogolla,42.32645421,-2.86476296,mun
San Millán de Yécora,42.54723292,-3.0963062,mun
San Román de Cameros,42.23211602,-2.47510422,mun
Santa Coloma,42.36739938,-2.65614797,mun
Santa Engracia del Jubera,42.31549243,-2.30546988,mun
Santa Eulalia Bajera,42.20983601,-2.19083863,mun
Santo Domingo de la Calzada,42.44063181,-2.95339794,mun
San Torcuato,42.48183549,-2.89028081,mun
Santurde de Rioja,42.38966574,-2.98016437,mun
Santurdejo,42.37786022,-2.95429551,mun
San Vicente de la Sonsierra,42.56223412,-2.7582617,mun
Sojuela,42.36994043,-2.54549093,mun
Sorzano,42.34235712,-2.52820878,mun
Sotés,42.40014229,-2.60244308,mun
Soto en Cameros,42.28577956,-2.42541404,mun
Terroba,42.25844737,-2.44396966,mun
Tirgo,42.54581957,-2.94935944,mun
Tobía,42.29828633,-2.81569109,mun
Tormantos,42.49438442,-3.07401677,mun
Torrecilla en Cameros,42.25523791,-2.63033158,mun
Torrecilla sobre Alesanco,42.40881768,-2.83323036,mun
Torre en Cameros,42.24149471,-2.51890282,mun
Torremontalbo,42.50063539,-2.68511186,mun
Treviana,42.55851865,-3.05149407,mun
Tricio,42.40138901,-2.71914869,mun
Tudelilla,42.29989822,-2.11780364,mun
Uruñuela,42.44170836,-2.70826778,mun
Valdemadera,41.98415532,-2.0744415,mun
Valgañón,42.31696908,-3.0674393,mun
Ventosa,42.40427692,-2.62678139,mun
Ventrosa,42.15765858,-2.84963313,mun
Viguera,42.3085612,-2.53355795,mun
Villalba de Rioja,42.60971597,-2.88706672,mun
Villalobar de Rioja,42.49124941,-2.96418974,mun
Villamediana de Iregua,42.42647078,-2.41987358,mun
Villanueva de Cameros,42.16757809,-2.64985154,mun
El Villar de Arnedo,42.31979706,-2.09416432,mun
Villar de Torre,42.37058627,-2.86673225,mun
Villarejo,42.37286035,-2.88761833,mun
Villarroya,42.1318962,-2.06769145,mun
Villarta-Quintana,42.43261767,-3.04598267,mun
Villavelayo,42.13118906,-2.98557518,mun
Villaverde de Rioja,42.32007746,-2.81344263,mun
Villoslada de Cameros,42.11360843,-2.67313296,mun
Viniegra de Abajo,42.1522989,-2.88777249,mun
Viniegra de Arriba,42.09549339,-2.83478683,mun
Zarratón,42.51578005,-2.88249052,mun
Zarzosa,42.18216942,-2.34286122,mun
Zorraquín,42.32580814,-3.03892723,mun
Abadín,43.36358653,-7.474995967,mun
Alfoz,43.52709498,-7.418091367,mun
Antas de Ulla,42.78264171,-7.890354261,mun
Baleira,43.01545659,-7.245980275,mun
Barreiros,43.54048059,-7.233441183,mun
Becerreá,42.85315143,-7.161554483,mun
Begonte,43.14996043,-7.685861819,mun
Bóveda,42.62359012,-7.484944839,mun
Carballedo,42.53871361,-7.813409447,mun
Castro de Rei,43.20732709,-7.398831947,mun
Castroverde,43.02953224,-7.327239492,mun
Cervantes,42.87290315,-7.063501831,mun
