nombre,latitud,longitud,tipo
Villagarcía de la Torre,38.2928097,-6.07950624,mun
Villagonzalo,38.86306603,-6.19762595,mun
Villalba de los Barros,38.61320353,-6.50930221,mun
Villanueva de la Serena,38.97390781,-5.79980751,mun
Villanueva del Fresno,38.37502925,-7.16667588,mun
Villar del Rey,39.13265205,-6.84779951,mun
Villar de Rena,39.07722738,-5.81199075,mun
Villarta de los Montes,39.21369919,-4.79208457,mun
Zafra,38.42617898,-6.4193056,mun
Zahínos,38.33073479,-6.95354061,mun
Zalamea de la Serena,38.65012696,-5.66080875,mun
Zarza-Capilla,38.80686554,-5.15511609,mun
La Zarza,38.8179844,-6.21684207,mun
Valdelacalzada,38.88958069,-6.70034284,mun
Pueblonuevo del Guadiana,38.92283324,-6.75618834,mun
Guadiana,38.92856717,-6.690886645,mun
Alaró,39.70531287,2.78929422,mun
Alaior,39.93484767,4.13954133,mun
Alcúdia,39.85133232,3.12052167,mun
Algaida,39.55960002,2.89590963,mun
Andratx,39.57698567,2.42166738,mun
Artà,39.6959618,3.35420478,mun
Banyalbufar,39.68725234,2.51404544,mun
Binissalem,39.68898957,2.84218549,mun
Búger,39.7590053,2.9855715,mun
Bunyola,39.69606038,2.69938561,mun
Calvià,39.5658892,2.50248281,mun
Campanet,39.77486818,2.96607993,mun
Campos,39.43054249,3.01814674,mun
Capdepera,39.70272083,3.43335832,mun
Ciutadella de Menorca,40.00191941,3.83794037,mun
Consell,39.66870194,2.8139355,mun
Costitx,39.65741566,2.95035295,mun
Deià,39.74902676,2.64671196,mun
Escorca,39.82311033,2.88475312,mun
Esporles,39.66685542,2.57938287,mun
Estellencs,39.65367759,2.48208552,mun
Felanitx,39.46872493,3.14917515,mun
Ferreries,39.98257652,4.00760611,mun
Formentera,38.7053186,1.4281037,mun
Fornalutx,39.78221695,2.74130906,mun
Eivissa,38.911944,1.424382,mun
Inca,39.72118528,2.91196747,mun
Lloret de Vistalegre,39.61804799,2.97531312,mun
Lloseta,39.71897118,2.86747096,mun
Llubí,39.70079115,3.00508565,mun
Llucmajor,39.49075501,2.89030165,mun
Maó,39.889762,4.264303,mun
Manacor,39.56889081,3.20952136,mun
Mancor de la Vall,39.75000601,2.87100752,mun
Maria de la Salut,39.66430372,3.07329391,mun
Marratxí,39.62197678,2.750216646,mun
Es Mercadal,39.98840625,4.09305293,mun
Montuïri,39.56754682,2.98125608,mun
Muro,39.73685393,3.05731321,mun
Palma,39.57114699,2.65181698,mun
Petra,39.61130166,3.11229719,mun
Pollença,39.87749578,3.01575353,mun
Porreres,39.5149701,3.02406691,mun
Sa Pobla,39.77003222,3.02339911,mun
Puigpunyent,39.62087168,2.5266031,mun
Sant Antoni de Portmany,38.98087489,1.30418187,mun
Sencelles,39.64769631,2.89777048,mun
Sant Josep de sa Talaia,38.92188093,1.29287595,mun
Sant Joan,39.59697822,3.03858511,mun
Sant Joan de Labritja,39.07784991,1.51409527,mun
Sant Llorenç des Cardassar,39.61076123,3.28575127,mun
Sant Lluís,39.84910494,4.25765995,mun
Santa Eugènia,39.62413133,2.83985105,mun
Santa Eulària des Riu,38.98383613,1.52911819,mun
Santa Margalida,39.70308972,3.10127212,mun
Santa María del Camí,39.64709883,2.77975044,mun
Santanyí,39.35450328,3.12944446,mun
Selva,39.7553522,2.90186218,mun
ses Salines,39.33869409,3.05568485,mun
Sineu,39.64286417,3.01060535,mun
Sóller,39.7644573,2.71413767,mun
Son Servera,39.62043877,3.36006337,mun
Valldemossa,39.70926921,2.62218352,mun
es Castell,39.87832753,4.28966629,mun
Vilafranca de Bonany,39.56790262,3.08744135,mun
Ariany,39.65016306,3.11196402,mun
Es Migjorn Gran,39.94614691,4.051704,mun
Abrera,41.51794352,1.90221018,mun
Aguilar de Segarra,41.73937,1.63134,mun
Alella,41.49361157,2.295316458,mun
Alpens,42.11918767,2.10093622,mun
L'Ametlla del Vallès,41.67042597,2.2625552,mun
Arenys de Mar,41.58055665,2.54953867,mun
Arenys de Munt,41.60908914,2.53985948,mun
Argençola,41.59766695,1.44349093,mun
Argentona,41.55414605,2.40073304,mun
Artés,41.799633,1.95102866,mun
Avià,42.07719221,1.822711799,mun
Avinyó,41.86339433,1.97121783,mun
Avinyonet del Penedès,41.36153844,1.77692952,mun
Aiguafreda,41.76840775,2.25066785,mun
Badalona,41.45262481,2.24625368,mun
Bagà,42.25270053,1.86189664,mun
Balenyà,41.81419402,2.23355625,mun
Balsareny,41.86322949,1.87760063,mun
Barcelona,41.38424664,2.17634927,mun
Begues,41.33070635,1.92397654,mun
Bellprat,41.51706258,1.43413553,mun
Berga,42.10328874,1.8440247,mun
Bigues i Riells del Fai,41.67774086,2.22171953,mun
Borredà,42.13544837,1.99399235,mun
El Bruc,41.57903397,1.7826575,mun
El Brull,41.8171574,2.30594351,mun
Les Cabanyes,41.37112957,1.68926987,mun
Cabrera d'Anoia,41.47829181,1.70296958,mun
Cabrera de Mar,41.52804539,2.39258336,mun
Cabrils,41.52584282,2.36829644,mun
Calaf,41.73400265,1.5114597,mun
Caldes d'Estrac,41.56984859,2.52733996,mun
Caldes de Montbui,41.63121718,2.16488078,mun
Calders,41.78919345,1.99225057,mun
Calella,41.61378676,2.65807435,mun
Calonge de Segarra,41.7626169,1.47710318,mun
Calldetenes,41.9260391,2.28367149,mun
Callús,41.78274113,1.78419181,mun
Campins,41.72478625,2.46316202,mun
Canet de Mar,41.58963398,2.58263796,mun
Canovelles,41.62465146,2.27806994,mun
Cànoves i Samalús,41.69387738,2.35291599,mun
Canyelles,41.28683284,1.72239127,mun
Capellades,41.53137121,1.6863149,mun
Capolat,42.07824313,1.75302449,mun
Cardedeu,41.63857345,2.35643981,mun
Cardona,41.9137431,1.6814463,mun
Carme,41.5312096,1.62095444,mun
Casserres,42.01371433,1.84259328,mun
Castellar del Riu,42.1205015,1.76309557,mun
Castellar del Vallès,41.61807776,2.08580516,mun
Castellar de n'Hug,42.2828734,2.01715654,mun
Castellbell i el Vilar,41.62899055,1.861576895,mun
Castellbisbal,41.47486094,1.98046176,mun
Castellcir,41.75917575,2.14845292,mun
Castelldefels,41.27877343,1.97680641,mun
Castell de l'Areny,42.17342443,1.94534683,mun
Castellet i la Gornal,41.25426298,1.59139642,mun
Castellfollit del Boix,41.66502174,1.6851867,mun
Castellfollit de Riubregós,41.77617894,1.43806257,mun
Castellgalí,41.67613293,1.8396602,mun
Castellnou de Bages,41.83408104,1.83745179,mun
Castellolí,41.59858126,1.70053944,mun
Castellterçol,41.75134192,2.12121675,mun
Castellví de la Marca,41.32614749,1.61932606,mun
Castellví de Rosanes,41.44913218,1.89891728,mun
Centelles,41.79843592,2.21940816,mun
Cervelló,41.39575781,1.95331219,mun
Collbató,41.57016377,1.82790997,mun
Collsuspina,41.82557802,2.17489732,mun
Copons,41.63650072,1.51885626,mun
Corbera de Llobregat,41.41481133,1.92914739,mun
Cornellà de Llobregat,41.35546934,2.07013202,mun
Cubelles,41.20872584,1.67282672,mun
Dosrius,41.59451952,2.4066352,mun
Esparreguera,41.54123747,1.86885891,mun
Esplugues de Llobregat,41.37211895,2.0840895,mun
L'Espunyola,42.05376,1.76738,mun
L'Estany,41.86923785,2.11255619,mun
Fígols,42.1816231,1.83665289,mun
Fogars de Montclús,41.72774181,2.443422675,mun
Fogars de la Selva,41.73903942,2.67967453,mun
Folgueroles,41.9390191,2.31949881,mun
Fonollosa,41.76332667,1.66917921,mun
Font-rubí,41.41416031,1.651743545,mun
Les Franqueses del Vallès,41.6363264,2.297273637,mun
Gallifa,41.69329008,2.11156373,mun
La Garriga,41.68581739,2.28657941,mun
Gavà,41.30331666,2.00329904,mun
Gaià,41.91662143,1.92570947,mun
Gelida,41.44053414,1.86136831,mun
Gironella,42.03421419,1.88362316,mun
Gisclareny,42.25015165,1.786663449,mun
La Granada,41.37737297,1.71977016,mun
Granera,41.72551464,2.05700417,mun
Granollers,41.60793085,2.286177,mun
Gualba,41.73202048,2.50180713,mun
Sant Salvador de Guardiola,41.68029526,1.76706597,mun
Guardiola de Berguedà,42.23117944,1.87777073,mun
Gurb,41.95552384,2.22222604,mun
L'Hospitalet de Llobregat,41.35977051,2.10138287,mun
Igualada,41.57895096,1.61829588,mun
Jorba,41.60164387,1.54564515,mun
La Llacuna,41.47272968,1.53455398,mun
La Llagosta,41.51398767,2.19120729,mun
Llinars del Vallès,41.63994246,2.39801856,mun
Lliçà d'Amunt,41.61098359,2.23831648,mun
Lliçà de Vall,41.59155415,2.24224029,mun
Lluçà,42.05049973,2.035117501,mun
Malgrat de Mar,41.64634039,2.74216721,mun
Malla,41.89463,2.24351,mun
Manlleu,42.00112671,2.28502818,mun
Manresa,41.72312665,1.826990985,mun
Martorell,41.47800328,1.91913747,mun
Martorelles,41.52811993,2.23596848,mun
Les Masies de Roda,41.98992862,2.306728466,mun
Les Masies de Voltregà,42.02511777,2.233960559,mun
El Masnou,41.47943758,2.31648978,mun
Masquefa,41.50263521,1.81108415,mun
Matadepera,41.59921764,2.027681,mun
Mataró,41.5408469,2.44658062,mun
Mediona,41.47602976,1.60956101,mun
Molins de Rei,41.4132111,2.01736908,mun
Mollet del Vallès,41.53924556,2.21349119,mun
Montcada i Reixac,41.48680767,2.18796375,mun
Montgat,41.46808596,2.27924608,mun
Monistrol de Montserrat,41.61077964,1.84426526,mun
Monistrol de Calders,41.75953746,2.01344124,mun
Muntanyola,41.87823488,2.17787241,mun
Montclar,42.01860035,1.76525378,mun
Montesquiu,42.10946646,2.20940132,mun
Montmajor,42.01778,1.7354,mun
Montmaneu,41.62552907,1.41541536,mun
Figaró-Montmany,41.72136799,2.27364761,mun
Montmeló,41.54994979,2.24905716,mun
Montornès del Vallès,41.54301105,2.26531071,mun
Montseny,41.75971074,2.39517088,mun
Moià,41.81146936,2.09879806,mun
Mura,41.6987531,1.97570776,mun
Navarcles,41.75211432,1.90480876,mun
Navàs,41.9008495,1.87846147,mun
La Nou de Berguedà,42.16597575,1.88524252,mun
Òdena,41.60541091,1.63846821,mun
Olvan,42.05763181,1.90522095,mun
Olèrdola,41.31989266,1.72101622,mun
Olesa de Bonesvalls,41.35335407,1.84885488,mun
Olesa de Montserrat,41.54584016,1.89387309,mun
Olivella,41.31036088,1.81063174,mun
Olost,41.98591725,2.09617479,mun
Orís,42.05798976,2.239220053,mun
Oristà,41.93204914,2.06026698,mun
Orpí,41.51866251,1.575548095,mun
Òrrius,41.55518612,2.35494034,mun
Pacs del Penedès,41.36067132,1.66960999,mun
Palafolls,41.66727049,2.74918364,mun
Palau-solità i Plegamans,41.58739422,2.18068232,mun
Pallejà,41.42412484,1.99610661,mun
El Papiol,41.43887689,2.01042293,mun
Parets del Vallès,41.57329035,2.23447723,mun
Perafita,42.0421094,2.1065794,mun
Piera,41.51806079,1.743458481,mun
Els Hostalets de Pierola,41.533939,1.770237,mun
Pineda de Mar,41.6287647,2.68966552,mun
El Pla del Penedès,41.41788382,1.71293159,mun
La Pobla de Claramunt,41.55497611,1.675486833,mun
La Pobla de Lillet,42.24430778,1.97474924,mun
Polinyà,41.5565656,2.15742381,mun
Pontons,41.41610117,1.51689813,mun
El Prat de Llobregat,41.33095848,2.0926236,mun
Els Prats de Rei,41.70526754,1.54209814,mun
Prats de Lluçanès,42.00936587,2.02937379,mun
Premià de Mar,41.48960471,2.35662125,mun
Puigdàlber,41.40553891,1.70048194,mun
Puig-reig,41.97086915,1.88151932,mun
Pujalt,41.71757984,1.42076522,mun
La Quar,42.079586,1.961791,mun
Rajadell,41.72748048,1.70630113,mun
Rellinars,41.63628777,1.9107575,mun
Ripollet,41.49708333,2.15517594,mun
La Roca del Vallès,41.58658677,2.32542696,mun
El Pont de Vilomara i Rocafort,41.69986456,1.87116652,mun
Roda de Ter,41.98389922,2.31045051,mun
Rubí,41.49173695,2.03003252,mun
Rubió,41.64443902,1.57832874,mun
Sabadell,41.54695899,2.10778994,mun
Sagàs,42.05223484,1.96322301,mun
Sant Pere Sallavinera,41.73635219,1.57460777,mun
Saldes,42.22931792,1.73609251,mun
Sallent,41.8236577,1.89657043,mun
Santpedor,41.78453445,1.83917708,mun
Sant Iscle de Vallalta,41.62356007,2.56928753,mun
Sant Adrià de Besòs,41.43402794,2.21447569,mun
Sant Agustí de Lluçanès,42.08481721,2.12753816,mun
Sant Andreu de la Barca,41.44675659,1.97523925,mun
Sant Andreu de Llavaneres,41.57427707,2.48247164,mun
Sant Antoni de Vilamajor,41.67343747,2.400830675,mun
Sant Bartomeu del Grau,41.98389071,2.17268926,mun
Sant Boi de Llobregat,41.3425371,2.04182116,mun
Sant Boi de Lluçanès,42.05745693,2.15178208,mun
Sant Celoni,41.6897174,2.4898404,mun
Sant Cebrià de Vallalta,41.62035299,2.60179064,mun
Sant Climent de Llobregat,41.33636238,1.99575666,mun
Sant Cugat del Vallès,41.47072185,2.085036542,mun
Sant Cugat Sesgarrigues,41.36446206,1.75308213,mun
Sant Esteve de Palautordera,41.70476065,2.43430206,mun
Sant Esteve Sesrovires,41.49324689,1.874316012,mun
Sant Fost de Campsentelles,41.52003914,2.2330792,mun
Sant Feliu de Codines,41.68762454,2.161917,mun
Sant Feliu de Llobregat,41.38074375,2.04579427,mun
Sant Feliu Sasserra,41.94388187,2.02329755,mun
Sant Fruitós de Bages,41.75150776,1.87003405,mun
Vilassar de Dalt,41.5174919,2.35833463,mun
Sant Hipòlit de Voltregà,42.01563503,2.23718339,mun
Sant Jaume de Frontanyà,42.1872088,2.02437969,mun
Sant Joan Despí,41.36756402,2.05542054,mun
Sant Joan de Vilatorrada,41.74476103,1.80667596,mun
Vilassar de Mar,41.50345155,2.39181862,mun
Sant Julià de Vilatorta,41.92240618,2.32482499,mun
Sant Just Desvern,41.38602589,2.07609668,mun
Sant Llorenç d'Hortons,41.46817564,1.82533004,mun
Sant Llorenç Savall,41.67883526,2.05744502,mun
Sant Martí de Centelles,41.76581942,2.20457246,mun
Sant Martí d'Albars,42.02792876,2.07417404,mun
Sant Martí de Tous,41.55991606,1.52455178,mun
Sant Martí Sarroca,41.38641303,1.61079036,mun
Sant Martí Sesgueioles,41.70149457,1.48983191,mun
Sant Mateu de Bages,41.7956461,1.73482924,mun
Premià de Dalt,41.50802045,2.34158045,mun
Sant Pere de Ribes,41.26069324,1.77197485,mun
Sant Pere de Riudebitlles,41.45387708,1.70331245,mun
Sant Pere de Torelló,42.0757299,2.29696989,mun
Sant Pere de Vilamajor,41.68357746,2.39042786,mun
Sant Pol de Mar,41.60194593,2.6244038,mun
Sant Quintí de Mediona,41.4625267,1.66341002,mun
Sant Quirze de Besora,42.1005895,2.22310495,mun
Sant Quirze del Vallès,41.53329124,2.08098195,mun
Sant Quirze Safaja,41.72792438,2.1549131,mun
Sant Sadurní d'Anoia,41.4247105,1.79006877,mun
Sant Sadurní d'Osormort,41.90203525,2.38128252,mun
Marganell,41.64111656,1.79095095,mun
Santa Cecília de Voltregà,41.99305489,2.22232505,mun
Santa Coloma de Cervelló,41.3663146,2.01483385,mun
Santa Coloma de Gramenet,41.45365731,2.2121554,mun
Santa Eugènia de Berga,41.9004949,2.2834746,mun
Santa Eulàlia de Riuprimer,41.91018978,2.18914692,mun
Santa Eulàlia de Ronçana,41.65270716,2.2265844,mun
Santa Fe del Penedès,41.38475733,1.72123979,mun
Santa Margarida de Montbui,41.57463,1.60867,mun
Santa Margarida i els Monjos,41.32186526,1.66400812,mun
Barberà del Vallès,41.51725339,2.12659424,mun
Santa Maria de Besora,42.12682402,2.25696327,mun
L'Esquirol,42.03533324,2.36954116,mun
Santa Maria de Merlès,42.00097376,1.978219055,mun
Santa Maria de Martorelles,41.5197053,2.25352927,mun
Santa Maria de Miralles,41.500736,1.528028,mun
Santa Maria d'Oló,41.87083247,2.03438754,mun
Santa Maria de Palautordera,41.69278351,2.4439721,mun
Santa Perpètua de Mogoda,41.53543796,2.17904833,mun
Santa Susanna,41.63570977,2.70713799,mun
Sant Vicenç de Castellet,41.66566416,1.863874624,mun
Sant Vicenç dels Horts,41.39272464,2.01065601,mun
Sant Vicenç de Montalt,41.57840228,2.50930848,mun
Sant Vicenç de Torelló,42.06177103,2.27397845,mun
Cerdanyola del Vallès,41.49134054,2.1398926,mun
Sentmenat,41.60616497,2.1363655,mun
Cercs,42.14666431,1.85940418,mun
Seva,41.83939841,2.28006068,mun
Sitges,41.23716944,1.80568423,mun
Sobremunt,42.0359988,2.16715728,mun
Sora,42.11247058,2.16062875,mun
Subirats,41.38137113,1.7964459,mun
Súria,41.83132081,1.7528779,mun
Tavèrnoles,41.95228581,2.32714018,mun
Tagamanent,41.73875836,2.26623659,mun
Talamanca,41.73773304,1.97750617,mun
Taradell,41.87339318,2.28776594,mun
Terrassa,41.56236346,2.01215141,mun
Tavertet,41.99557353,2.41993229,mun
Teià,41.50009229,2.31966318,mun
Tiana,41.48460833,2.26828224,mun
Tona,41.85002707,2.22740699,mun
Tordera,41.69992525,2.7192519,mun
Torelló,42.04691464,2.26334489,mun
La Torre de Claramunt,41.53379108,1.65873137,mun
Torrelavit,41.44680602,1.72993358,mun
Torrelles de Foix,41.38801064,1.572479904,mun
Torrelles de Llobregat,41.35670959,1.9813139,mun
Ullastrell,41.5276177,1.95745933,mun
Vacarisses,41.60589503,1.918738335,mun
Vallbona d'Anoia,41.51894458,1.70566952,mun
Vallcebre,42.20392293,1.81820718,mun
Vallgorguina,41.64771563,2.51016495,mun
Vallirana,41.38794775,1.931791306,mun
Vallromanes,41.52613666,2.30830348,mun
Veciana,41.65626071,1.48696178,mun
Vic,41.92838354,2.25573569,mun
Vilada,42.13734441,1.92872671,mun
Viladecavalls,41.55777957,1.95511589,mun
Viladecans,41.31732529,2.01824715,mun
Vilanova del Camí,41.57161802,1.63933412,mun
Vilanova de Sau,41.94845277,2.38743341,mun
Vilobí del Penedès,41.38941699,1.6620982,mun
Vilafranca del Penedès,41.34650425,1.698030084,mun
Vilalba Sasserra,41.65302118,2.44470957,mun
Vilanova i la Geltrú,41.22721991,1.7238399,mun
Viver i Serrateix,41.94621961,1.77659209,mun
Rupit i Pruit,42.02376834,2.46526331,mun
Vilanova del Vallès,41.55437637,2.28794144,mun
Sant Julià de Cerdanyola,42.22396946,1.89299634,mun
Badia del Vallès,41.50774059,2.1146554,mun
La Palma de Cervelló,41.41281184,1.96561405,mun
Abajas,42.62324935,-3.58176303,mun
Adrada de Haza,41.59422333,-3.82309492,mun
Aguas Cándidas,42.71635241,-3.502786103,mun
Aguilar de Bureba,42.59013202,-3.32851643,mun
Albillos,42.27617073,-3.79109464,mun
Alcocero de Mola,42.47376788,-3.35835902,mun
Alfoz de Bricia,42.90751582,-3.84781048,mun
Alfoz de Santa Gadea,42.95577592,-3.95206783,mun
Altable,42.60308288,-3.07810504,mun
Los Altos,42.80759204,-3.63301961,mun
Ameyugo,42.65622713,-3.06108867,mun
Anguix,41.75274276,-3.93108325,mun
Aranda de Duero,41.67155079,-3.68924298,mun
Arandilla,41.73768375,-3.43000594,mun
Arauzo de Miel,41.85988019,-3.38774946,mun
Arauzo de Salce,41.81994191,-3.41128952,mun
Arauzo de Torre,41.7979665,-3.42318598,mun
Arcos,42.2646946,-3.75669789,mun
Arenillas de Riopisuerga,42.35737202,-4.23380772,mun
Arija,42.99388092,-3.94498769,mun
Arlanzón,42.3225661,-3.45701844,mun
Arraya de Oca,42.41577325,-3.39813809,mun
Atapuerca,42.37819325,-3.50722367,mun
Los Ausines,42.22693,-3.59472,mun
Avellanosa de Muñó,41.98356325,-3.82685215,mun
Bahabón de Esgueva,41.86138405,-3.72843333,mun
Los Balbases,42.21452748,-4.06383001,mun
Baños de Valdearados,41.77122662,-3.55640687,mun
Bañuelos de Bureba,42.50054846,-3.28186109,mun
Barbadillo de Herreros,42.14951676,-3.17710016,mun
Barbadillo del Mercado,42.03921251,-3.3589328,mun
Barbadillo del Pez,42.11880545,-3.22782337,mun
Barrio de Muñó,42.17450285,-4.00806803,mun
Los Barrios de Bureba,42.64603967,-3.39159705,mun
Barrios de Colina,42.39594673,-3.46180247,mun
Basconcillos del Tozo,42.70284526,-3.99093223,mun
Bascuñana,42.42431187,-3.08274797,mun
Belbimbre,42.16860707,-4.01281697,mun
Belorado,42.42058358,-3.18970797,mun
Berberana,42.91825097,-3.05948965,mun
Berlangas de Roa,41.68925075,-3.87279034,mun
Berzosa de Bureba,42.62700037,-3.26634298,mun
Bozoó,42.726249,-3.08527931,mun
Brazacorta,41.7170936,-3.36747646,mun
Briviesca,42.54897956,-3.32390441,mun
Bugedo,42.64993755,-3.01777366,mun
Buniel,42.31063017,-3.82155717,mun
Burgos,42.34113004,-3.70419805,mun
Busto de Bureba,42.65954668,-3.26646881,mun
Cabañes de Esgueva,41.83129186,-3.78469404,mun
Cabezón de la Sierra,41.93491353,-3.24117428,mun
Cavia,42.28254663,-3.84423655,mun
Caleruega,41.82503162,-3.4874025,mun
Campillo de Aranda,41.61074581,-3.73155035,mun
Campolara,42.1191362,-3.42773232,mun
Canicosa de la Sierra,41.93789794,-3.04051015,mun
Cantabrana,42.73364013,-3.4676537,mun
Carazo,41.96756084,-3.35668456,mun
Carcedo de Bureba,42.57698108,-3.49895916,mun
Carcedo de Burgos,42.286212,-3.62292702,mun
Cardeñadijo,42.30172675,-3.66675585,mun
Cardeñajimeno,42.33058451,-3.61972293,mun
Cardeñuela Riopico,42.35968259,-3.56022661,mun
Carrias,42.48163023,-3.28418542,mun
Cascajares de Bureba,42.67783771,-3.23747381,mun
Cascajares de la Sierra,42.06204671,-3.39924861,mun
Castellanos de Castro,42.32893858,-4.03541313,mun
Castildelgado,42.4362431,-3.08519519,mun
Castil de Peones,42.48291012,-3.38578729,mun
Castrillo de la Reina,41.98688435,-3.23652912,mun
Castrillo de la Vega,41.65074019,-3.77925901,mun
Castrillo del Val,42.31342998,-3.58497145,mun
Castrillo de Riopisuerga,42.51574985,-4.25335158,mun
Castrillo Mota de Judíos,42.3075792,-4.17277539,mun
Castrojeriz,42.28986434,-4.14333499,mun
Cayuela,42.27236862,-3.8195445,mun
Cebrecos,41.98487122,-3.59626288,mun
Celada del Camino,42.26383898,-3.93401407,mun
Cerezo de Río Tirón,42.49270686,-3.1363812,mun
Cerratón de Juarros,42.42238418,-3.37386887,mun
Ciadoncha,42.15850774,-3.93458074,mun
Cillaperlata,42.78086636,-3.35706163,mun
Cilleruelo de Abajo,41.88443626,-3.79464746,mun
Cilleruelo de Arriba,41.90482155,-3.6616739,mun
Ciruelos de Cervera,41.906957,-3.52891032,mun
Cogollos,42.20156634,-3.69901362,mun
Condado de Treviño,42.73532879,-2.7474592,mun
Contreras,42.01832873,-3.40924202,mun
Coruña del Conde,41.76543493,-3.39200543,mun
Covarrubias,42.059253,-3.52019,mun
Cubillo del Campo,42.1700959,-3.61089134,mun
Cubo de Bureba,42.64033278,-3.20759384,mun
La Cueva de Roa,41.66637828,-3.94194795,mun
Cuevas de San Clemente,42.12978308,-3.56876149,mun
Encío,42.67046641,-3.08738906,mun
Espinosa de Cervera,41.89650781,-3.46880111,mun
Espinosa del Camino,42.40711808,-3.27898856,mun
Espinosa de los Monteros,43.07635915,-3.55285424,mun
Estépar,42.27628832,-3.89751306,mun
Fontioso,41.94343488,-3.73864178,mun
Frandovínez,42.30961119,-3.83792443,mun
Fresneda de la Sierra Tirón,42.31438647,-3.13660397,mun
Fresneña,42.41413139,-3.13469236,mun
Fresnillo de las Dueñas,41.6474269,-3.64448173,mun
Fresno de Río Tirón,42.45978176,-3.17583879,mun
Fresno de Rodilla,42.4188226,-3.48354488,mun
Frías,42.76078471,-3.29339547,mun
Fuentebureba,42.63379704,-3.23447784,mun
Fuentecén,41.62824824,-3.8702272,mun
Fuentelcésped,41.59151372,-3.64080598,mun
Fuentelisendo,41.62360723,-3.90103978,mun
Fuentemolinos,41.6048227,-3.84946328,mun
Fuentenebro,41.52841317,-3.75381657,mun
Fuentespina,41.63134947,-3.68370032,mun
Galbarros,42.52845679,-3.43744973,mun
La Gallega,41.89896162,-3.26387238,mun
Grijalba,42.4296993,-4.11851974,mun
Grisaleña,42.59152225,-3.26436445,mun
Gumiel de Izán,41.77334477,-3.68821336,mun
Gumiel de Mercado,41.75582525,-3.80272078,mun
Hacinas,41.98598452,-3.28755408,mun
Haza,41.62103757,-3.83058986,mun
Hontanas,42.31241997,-4.04454626,mun
Hontangas,41.58275795,-3.79604071,mun
Hontoria de la Cantera,42.18905768,-3.64328803,mun
Hontoria del Pinar,41.84803122,-3.16452427,mun
Hontoria de Valdearados,41.74316701,-3.52024149,mun
Las Hormazas,42.52550063,-3.92907399,mun
Hornillos del Camino,42.33910182,-3.92632608,mun
La Horra,41.740559,-3.875112,mun
Hortigüela,42.06870161,-3.42709204,mun
Hoyales de Roa,41.65934654,-3.86218969,mun
Huérmeces,42.52261291,-3.77197585,mun
Huerta de Arriba,42.11675037,-3.08235288,mun
Huerta de Rey,41.84064135,-3.34818682,mun
Humada,42.66868434,-4.08374434,mun
Hurones,42.40630439,-3.6135402,mun
Ibeas de Juarros,42.33032757,-3.53657685,mun
Ibrillos,42.45403129,-3.08339489,mun
Iglesiarrubia,41.97440417,-3.84655222,mun
Iglesias,42.2980484,-3.98941407,mun
Isar,42.36159446,-3.92908507,mun
Itero del Castillo,42.28928435,-4.2424853,mun
Jaramillo de la Fuente,42.11590227,-3.3133968,mun
Jaramillo Quemado,42.08424151,-3.36039498,mun
Junta de Traslaloma,43.04123664,-3.38925271,mun
Junta de Villalba de Losa,42.93537884,-3.08782904,mun
Jurisdicción de Lara,42.12312588,-3.44439398,mun
Jurisdicción de San Zadornil,42.84159722,-3.15676643,mun
Lerma,42.02736001,-3.75931385,mun
Llano de Bureba,42.62493871,-3.45743948,mun
Madrigal del Monte,42.14406357,-3.67599252,mun
Madrigalejo del Monte,42.12529574,-3.72600171,mun
Mahamud,42.12035188,-3.94188246,mun
Mambrilla de Castrejón,41.66599709,-3.9853538,mun
Mambrillas de Lara,42.09559599,-3.4596205,mun
Mamolar,41.92661673,-3.36192034,mun
Manciles,42.45580045,-3.94507009,mun
Mazuela,42.20722435,-3.91864255,mun
Mecerreyes,42.09553284,-3.57389753,mun
Medina de Pomar,42.92852281,-3.48750314,mun
Melgar de Fernamental,42.4054474,-4.2435593,mun
Merindad de Cuesta-Urria,42.84189463,-3.41859895,mun
Merindad de Montija,43.06531953,-3.473927379,mun
Merindad de Sotoscueva,43.02825277,-3.62680813,mun
Merindad de Valdeporres,43.008014,-3.740042,mun
Merindad de Valdivielso,42.83101838,-3.54271564,mun
Milagros,41.57532265,-3.69779163,mun
Miranda de Ebro,42.68052075,-2.95239566,mun
Miraveche,42.67317953,-3.2008435,mun
Modúbar de la Emparedada,42.26033596,-3.66025784,mun
Monasterio de la Sierra,42.05086787,-3.19374583,mun
Monasterio de Rodilla,42.45805549,-3.46985948,mun
Moncalvillo,41.95403419,-3.19948624,mun
Monterrubio de la Demanda,42.14959807,-3.11265188,mun
Montorio,42.58472261,-3.7763975,mun
Moradillo de Roa,41.55247862,-3.79174817,mun
Nava de Roa,41.61264384,-3.96363481,mun
Navas de Bureba,42.68234502,-3.32720516,mun
Nebreda,41.96892176,-3.6347466,mun
Neila,42.06026327,-2.99647104,mun
Olmedillo de Roa,41.78357017,-3.93363431,mun
Olmillos de Muñó,42.20232284,-3.94007202,mun
Oña,42.73430475,-3.41176884,mun
Oquillas,41.83080951,-3.70604904,mun
Orbaneja Riopico,42.36115201,-3.5852192,mun
Padilla de Abajo,42.40831322,-4.17677638,mun
Padilla de Arriba,42.43794991,-4.19344038,mun
Padrones de Bureba,42.70499002,-3.53246087,mun
Palacios de la Sierra,41.9638196,-3.12711081,mun
Palacios de Riopisuerga,42.34361599,-4.25660509,mun
